date;World;Afghanistan;Albania;Algeria;Andorra;Angola;Anguilla;Antigua_and_Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;Bonaire_Sint_Eustatius_and_Saba;Bosnia_and_Herzegovina;Botswana;Brazil;British_Virgin_Islands;Brunei;Bulgaria;Burkina_Faso;Burundi;Cambodia;Cameroon;Canada;Cape_Verde;Cayman_Islands;Central_African_Republic;Chad;Chile;China;Colombia;Comoros;Congo;Costa_Rica;Cote_d_Ivoire;Croatia;Cuba;Curacao;Cyprus;Czech_Republic;Democratic_Republic_of_Congo;Denmark;Djibouti;Dominica;Dominican_Republic;Ecuador;Egypt;El_Salvador;Equatorial_Guinea;Eritrea;Estonia;Ethiopia;Faeroe_Islands;Falkland_Islands;Fiji;Finland;France;French_Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guam;Guatemala;Guernsey;Guinea;Guinea_Bissau;Guyana;Haiti;Honduras;Hungary;Iceland;India;Indonesia;International;Iran;Iraq;Ireland;Isle_of_Man;Israel;Italy;Jamaica;Japan;Jersey;Jordan;Kazakhstan;Kenya;Kosovo;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macedonia;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall_Islands;Mauritania;Mauritius;Mexico;Moldova;Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nepal;Netherlands;New_Caledonia;New_Zealand;Nicaragua;Niger;Nigeria;Northern_Mariana_Islands;Norway;Oman;Pakistan;Palestine;Panama;Papua_New_Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto_Rico;Qatar;Romania;Russia;Rwanda;Saint_Kitts_and_Nevis;Saint_Lucia;Saint_Vincent_and_the_Grenadines;San_Marino;Sao_Tome_and_Principe;Saudi_Arabia;Senegal;Serbia;Seychelles;Sierra_Leone;Singapore;Sint_Maarten_Dutch_part;Slovakia;Slovenia;Solomon_Islands;Somalia;South_Africa;South_Korea;South_Sudan;Spain;Sri_Lanka;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syria;Taiwan;Tajikistan;Tanzania;Thailand;Timor;Togo;Trinidad_and_Tobago;Tunisia;Turkey;Turks_and_Caicos_Islands;Uganda;Ukraine;United_Arab_Emirates;United_Kingdom;United_States;United_States_Virgin_Islands;Uruguay;Uzbekistan;Vanuatu;Vatican;Venezuela;Vietnam;Wallis_and_Futuna;Western_Sahara;Yemen;Zambia;Zimbabwe
26.04.2020;94645;29;4;144;12;0;0;1;96;15;2;24;199;10;3;2;110;2;44;2975;0;0;1;0;22;0;19;0;2892;1;0;27;14;1;0;42;1812;0;0;0;0;108;1293;133;0;3;3;10;33;35;0;4;89;8;158;0;0;138;261;161;2;1;0;22;0;0;0;0;137;8782;0;2;0;2;2967;2;0;37;0;0;0;10;6;7;0;2;4;34;173;2;551;393;0;1293;14;743;17;98;6914;3;250;15;0;15;7;11;18;3;0;9;4;0;6;1;0;18;23;25;0;1;25;0;12;1;0;0;0;1032;64;0;0;4;1;48;0;2;0;0;1766;0;14;2;16;25;0;95;7;183;0;80;0;3;519;247;316;433;41;4;293;575;0;0;0;0;5;0;84;5;77;0;3;4;3;15;31;0;17;61;28;0;6837;0;15;0;1;1204;497;1;0;0;7;13;0;3;0;10;1605;0;0;128;51;11971;32581;2;7;4;0;0;1;0;0;0;0;1;1
27.04.2020;93236;39;5;132;11;0;0;1;91;15;2;22;192;10;3;2;111;2;46;2864;0;0;1;0;23;0;20;0;2982;1;0;27;15;1;0;44;1843;0;0;0;0;109;1292;134;0;3;3;9;32;36;0;3;83;8;149;0;0;105;243;148;2;1;0;24;0;0;0;0;134;8463;0;2;0;3;2951;3;0;32;0;0;0;10;7;7;1;2;3;36;171;2;564;370;0;1236;11;753;16;96;6743;3;249;15;0;15;6;13;19;3;0;7;4;0;7;1;0;17;22;27;0;1;22;0;14;1;0;0;0;1055;64;0;0;4;1;43;0;1;0;0;1738;0;14;2;17;30;0;90;6;188;0;78;0;3;535;204;303;424;40;3;302;617;0;0;0;0;6;0;80;7;76;0;4;4;4;16;29;0;21;62;26;0;6218;0;19;0;1;1194;478;1;0;0;7;11;0;3;0;7;1607;0;0;126;54;11678;32768;2;7;4;0;0;1;0;0;0;0;1;1
28.04.2020;92746;36;5;119;11;0;0;1;99;14;2;23;181;10;3;1;113;2;46;2722;0;0;2;0;25;0;22;0;3215;1;0;26;14;1;0;46;1927;0;0;0;0;116;1292;141;0;3;3;8;34;35;0;3;80;10;142;0;0;101;308;173;2;1;0;22;0;0;0;0;134;8326;0;2;0;3;2944;3;0;37;0;0;0;10;7;7;1;2;3;35;169;2;595;366;0;1221;10;737;16;86;6512;3;267;15;0;11;5;13;20;3;0;8;4;0;10;1;0;17;21;27;0;1;22;0;13;1;0;0;1;1102;66;0;0;4;1;36;0;1;0;0;1695;0;10;2;16;30;0;79;6;205;0;73;0;2;589;196;317;413;39;3;313;647;0;0;0;0;5;0;79;7;77;0;4;5;4;16;28;0;24;63;22;0;6333;0;18;0;1;1185;494;1;0;0;7;13;0;3;0;5;1604;0;0;127;57;11274;32596;3;7;4;0;0;1;0;0;0;0;1;1
29.04.2020;91670;37;6;112;10;0;0;1;102;13;2;27;185;9;3;1;109;1;46;2571;0;0;1;0;27;0;23;0;3485;1;0;23;12;0;0;42;1956;0;0;0;2;115;1291;142;0;3;3;8;32;37;0;3;66;9;135;0;0;103;516;181;3;1;0;19;0;0;0;0;135;7931;0;2;0;3;2861;8;0;35;0;0;0;11;6;7;1;2;3;35;166;2;630;314;0;1194;10;753;19;85;6290;2;270;16;1;11;5;13;20;3;0;8;3;0;10;1;0;20;22;27;0;1;18;0;11;1;0;0;1;1163;67;0;0;3;1;39;0;1;0;0;1621;0;10;2;17;33;0;68;6;220;0;81;0;1;624;195;333;406;41;3;306;697;0;0;0;0;5;0;79;7;74;0;4;4;4;18;30;0;26;66;21;0;5999;0;20;0;1;1153;479;1;0;0;7;11;0;3;0;6;1589;0;0;141;61;11167;32298;3;7;4;0;0;1;0;0;0;0;1;1
30.04.2020;87740;35;6;108;9;0;0;1;105;14;1;27;187;10;3;1;113;2;48;2398;0;1;1;0;30;0;24;0;3730;1;0;28;11;0;0;44;1986;0;0;0;2;122;1291;147;0;4;2;8;33;34;0;3;61;9;134;0;0;104;495;197;3;1;0;15;0;0;0;0;134;6920;0;2;0;3;2719;8;0;37;0;0;0;11;6;6;1;2;3;36;170;2;660;315;0;1180;13;746;19;85;6035;2;279;15;1;9;5;12;21;3;0;10;3;0;10;1;0;16;20;28;0;1;17;0;12;1;0;0;1;1283;65;0;0;3;1;41;0;2;0;0;1577;0;10;3;18;39;0;72;6;222;0;75;0;1;689;209;338;390;35;3;303;774;0;0;0;0;5;0;78;7;74;0;4;4;4;16;28;0;23;69;18;0;5650;0;23;0;1;1120;434;1;0;0;12;8;0;4;0;5;1563;0;0;142;65;11056;29981;3;6;5;0;0;1;0;0;0;0;1;1
01.05.2020;84891;35;5;102;9;0;0;1;103;14;1;29;174;9;2;1;108;2;49;2239;0;1;1;0;31;0;27;0;3977;1;0;28;11;0;0;40;1991;0;0;0;5;122;1;149;0;4;2;8;34;34;0;3;67;8;131;0;0;105;497;196;4;1;0;16;0;0;0;0;136;6456;0;2;0;3;2613;9;0;35;0;0;0;9;4;6;1;3;5;34;167;2;710;296;0;1159;13;746;17;80;5795;3;284;13;1;8;6;13;23;3;0;10;3;0;10;2;0;13;21;31;0;1;18;1;13;1;0;0;1;1373;65;0;0;3;1;40;0;2;0;0;1480;0;8;3;17;45;0;68;7;250;2;79;0;2;777;206;330;378;36;3;330;841;0;0;0;0;3;1;79;7;76;0;7;5;4;15;30;0;23;55;18;0;5346;0;26;0;1;1115;406;1;0;0;12;7;0;4;0;3;1531;0;0;145;70;10654;29722;3;8;5;0;0;1;0;0;0;2;1;1
02.05.2020;81997;38;5;89;8;0;0;1;103;13;0;26;158;10;2;1;95;2;50;2127;0;1;1;0;35;0;25;0;4188;1;0;28;9;0;0;40;2082;1;0;0;5;118;1;161;0;4;2;9;39;33;0;3;67;7;126;0;0;113;642;201;3;1;0;14;0;0;0;0;136;5913;0;3;0;5;2465;9;0;35;0;0;0;9;4;4;1;3;5;29;163;2;738;280;0;1133;13;735;18;74;5489;3;304;13;1;8;10;12;25;3;0;11;3;0;11;2;0;12;20;32;0;1;17;1;13;1;0;0;1;1426;66;0;0;3;1;36;0;1;0;0;1434;0;9;3;15;51;0;68;5;274;2;76;0;2;824;192;319;350;36;5;344;896;0;0;0;0;2;1;82;6;75;0;7;5;4;14;27;0;23;66;18;0;5057;0;26;0;0;1102;376;1;0;0;11;7;0;4;0;4;1489;0;0;147;74;10439;28014;2;8;5;0;0;1;0;0;0;2;1;1
03.05.2020;80433;42;5;92;9;0;0;1;105;15;0;24;153;7;2;1;91;2;52;1994;0;1;2;0;39;0;26;0;4403;1;0;31;8;0;0;43;2099;1;0;0;10;121;1;158;0;4;2;7;38;34;0;3;64;8;127;0;0;109;915;191;4;1;0;15;0;0;0;0;130;5437;0;4;0;4;2355;9;0;38;0;0;0;10;4;4;1;2;5;30;151;1;794;296;0;1125;14;694;16;65;5483;3;331;12;2;8;10;13;27;5;0;11;4;0;11;2;0;13;20;33;0;1;15;1;13;1;0;0;1;1411;64;0;0;2;1;36;0;1;0;0;1386;0;8;3;16;66;0;56;6;281;2;77;0;2;852;206;317;336;35;4;354;909;0;0;0;0;2;1;84;6;72;0;8;6;4;13;24;0;24;71;16;0;4811;0;31;0;0;1090;356;1;0;0;11;7;0;4;0;5;1446;0;0;146;82;9918;27475;1;8;4;0;0;1;0;0;0;2;1;1
04.05.2020;79162;52;5;88;9;0;0;1;112;17;0;25;146;6;2;1;86;2;52;1898;0;1;2;0;43;0;30;0;4563;0;0;30;9;0;0;22;2102;1;0;0;10;127;1;161;0;4;2;8;32;33;0;3;60;9;126;0;0;107;1090;190;5;1;0;15;0;0;0;0;136;5177;0;4;0;5;2288;9;0;34;0;0;0;10;4;2;2;2;5;36;152;1;830;263;0;1085;15;693;16;60;5224;4;339;12;2;8;10;11;31;3;0;11;4;0;10;2;0;10;23;33;0;1;16;1;13;1;0;0;1;1468;58;0;0;3;1;33;0;1;0;0;1372;0;8;4;16;66;0;54;5;286;2;74;0;2;886;198;318;349;35;4;346;919;0;0;0;0;2;1;87;5;71;0;8;7;3;12;22;0;25;77;16;0;4576;0;31;0;0;1089;338;0;0;0;11;7;0;4;0;4;1380;0;0;147;85;9739;27000;1;7;5;0;0;1;0;0;0;2;0;1
05.05.2020;77709;55;5;81;9;0;0;0;118;16;0;24;138;7;2;1;81;2;52;1787;0;1;2;0;48;0;29;0;4746;0;0;35;8;0;0;22;2164;1;0;0;10;131;1;169;0;4;0;7;33;33;0;3;56;9;126;0;0;111;1062;186;6;2;0;15;0;0;0;0;142;4936;0;5;0;5;2233;9;0;30;0;0;0;12;3;4;2;2;8;36;150;0;978;274;0;1068;16;632;14;58;4965;3;335;10;2;10;10;12;31;4;0;11;4;0;10;2;0;9;21;31;0;1;16;1;15;1;0;0;1;1559;62;0;0;3;1;36;0;1;0;0;1331;0;7;3;17;71;0;54;4;294;2;67;0;2;899;195;318;328;34;3;352;951;0;0;0;0;2;3;88;5;72;0;9;7;3;12;23;0;27;80;17;0;4331;1;29;0;0;1099;335;0;0;0;13;7;0;3;0;5;1321;0;0;152;94;9441;26395;1;7;5;0;0;1;0;0;0;2;0;1
06.05.2020;76409;59;5;78;9;0;0;0;113;16;0;22;143;6;2;1;73;2;52;1665;0;1;2;0;49;0;28;0;5180;0;0;33;10;0;0;22;2209;1;0;0;17;128;1;182;0;4;0;5;35;31;0;3;56;9;127;0;0;109;1049;188;7;4;0;12;1;0;0;0;105;4735;0;5;0;5;2117;9;0;25;0;0;0;11;3;4;2;3;8;47;148;0;1054;256;0;1043;19;609;13;54;4667;3;357;10;2;10;10;9;29;5;0;8;4;0;12;2;0;8;18;31;0;1;14;1;18;2;0;0;1;1650;63;0;0;3;1;36;0;1;0;0;1252;0;7;3;18;73;0;46;4;317;2;69;0;1;960;200;315;312;36;3;344;995;0;0;0;0;1;3;91;6;75;0;11;7;4;11;21;0;30;90;17;0;4140;2;33;0;0;1095;296;0;0;0;10;6;0;3;0;5;1261;0;0;155;100;8943;26015;1;5;4;0;0;0;0;0;0;3;1;1
07.05.2020;76596;64;4;74;9;0;0;0;114;18;0;23;114;8;2;1;66;1;54;1560;0;1;2;0;51;0;32;0;5630;0;0;35;9;0;0;65;2258;1;0;0;17;121;1;191;0;4;0;4;37;29;0;1;52;11;116;1;0;102;1081;205;7;4;0;11;1;0;0;0;103;4469;0;7;0;4;2025;9;0;26;0;0;0;11;3;5;2;3;8;52;158;0;1102;260;0;1027;19;606;8;48;4599;3;264;7;2;11;12;9;29;4;0;6;3;0;12;2;0;10;18;32;0;0;14;2;15;2;0;0;1;1734;67;0;0;3;1;34;0;1;0;0;1150;0;5;3;16;75;0;40;5;355;2;74;0;1;1003;212;307;304;35;2;350;1024;0;0;0;0;1;3;95;6;69;0;14;8;2;11;20;0;25;88;16;0;3913;2;36;0;1;1089;288;0;0;0;8;5;0;3;0;5;1208;0;0;153;105;8743;26647;1;5;3;0;0;0;0;0;0;5;1;1
08.05.2020;74880;64;4;76;10;0;0;0;117;16;1;22;101;8;0;0;72;1;56;1475;0;1;2;0;59;0;37;0;5833;0;0;32;7;0;0;59;2262;1;0;0;27;117;1;192;0;4;0;6;36;30;0;1;57;11;112;1;0;108;1094;206;7;3;0;11;1;0;0;0;83;4131;0;6;0;4;1945;9;0;23;0;0;0;12;3;5;2;3;7;58;142;0;1168;283;0;1005;19;609;7;47;4409;3;240;6;2;9;15;9;30;4;0;7;3;0;12;1;0;9;17;33;0;0;12;3;11;2;0;0;1;1892;65;0;0;3;1;28;0;1;0;0;1111;0;4;3;18;76;0;29;5;357;2;79;0;1;1055;223;301;285;33;2;349;1070;0;0;0;0;1;4;98;7;67;0;15;8;2;11;20;0;30;86;16;0;3727;2;39;0;1;1060;250;0;0;0;11;5;0;3;0;6;1150;0;0;153;109;8519;25707;1;5;3;0;0;0;0;0;0;6;1;1
09.05.2020;74657;66;4;73;7;0;0;0;126;16;1;18;101;7;0;0;75;1;58;1394;0;1;2;0;62;0;44;0;6227;0;0;34;7;0;0;59;2267;1;0;0;28;120;1;203;0;4;0;6;35;25;0;1;58;11;109;1;0;113;1128;209;8;3;0;10;1;0;0;0;83;3985;0;5;0;5;1869;8;0;20;0;0;0;13;2;5;2;2;7;60;143;0;1206;254;0;967;18;600;5;51;4232;2;267;6;2;6;15;10;32;4;0;6;4;0;12;1;0;9;15;33;0;0;11;3;14;2;0;0;1;1939;65;0;0;2;1;28;0;1;0;0;1070;0;3;2;20;85;0;22;5;365;2;77;0;1;1080;219;282;234;30;2;346;1108;0;0;0;0;1;5;102;7;65;0;14;8;3;9;20;0;28;99;16;0;3576;2;43;0;1;1055;217;0;0;0;11;5;0;4;0;7;1089;0;0;168;110;8088;26163;1;6;2;0;0;0;0;0;0;7;1;0
10.05.2020;72906;68;4;75;8;0;0;0;115;17;1;16;79;10;0;0;74;1;59;1323;0;1;2;0;68;0;45;0;6611;0;0;35;7;0;0;55;2228;1;0;0;31;123;1;212;0;2;0;7;33;23;0;1;58;13;98;1;0;112;1141;207;9;3;0;14;2;0;0;0;79;3696;0;5;0;5;1755;12;0;21;0;0;0;11;1;4;3;2;6;49;141;0;1285;239;0;939;21;383;5;48;4011;2;265;6;2;6;16;10;30;4;0;6;2;0;9;1;0;9;16;32;0;0;10;3;16;1;0;0;1;2048;67;0;0;2;0;27;0;1;0;0;1013;0;3;2;18;93;0;20;7;370;2;78;0;1;1114;210;261;223;25;3;351;1146;0;0;0;0;1;5;103;10;62;0;15;8;3;9;20;0;30;100;14;0;3431;2;47;0;1;1054;203;0;0;0;11;5;0;4;0;7;1033;0;0;175;114;7548;25605;1;4;2;0;0;0;0;0;0;7;4;0
11.05.2020;72412;63;3;77;8;0;0;0;114;17;1;14;76;11;0;0;83;1;59;1241;0;1;2;0;68;0;49;0;6918;0;0;35;7;0;0;58;2311;1;0;0;31;123;0;220;0;2;0;7;35;23;0;2;59;13;97;1;0;110;1551;218;9;3;0;11;2;0;0;0;77;3524;0;5;0;4;1667;11;0;21;0;0;0;11;0;4;2;2;9;47;141;0;1334;230;0;930;22;371;5;53;3916;2;270;6;2;6;18;8;38;4;0;6;2;0;8;1;0;9;13;30;0;0;10;3;15;1;0;0;1;2114;73;0;0;2;0;27;0;1;0;0;965;0;2;2;17;103;0;24;7;386;2;79;0;1;1161;218;265;207;27;4;344;1168;0;0;0;0;0;5;107;10;59;0;14;8;2;8;20;0;28;107;13;0;3554;2;49;0;1;1045;201;0;0;0;11;5;0;5;0;7;981;0;0;182;122;7401;24652;1;4;2;0;0;0;0;0;0;8;4;0
12.05.2020;71090;65;3;75;8;0;0;0;108;17;1;13;71;10;0;0;87;1;60;1171;0;1;2;0;69;0;52;0;6976;0;0;35;8;0;0;67;2286;1;0;0;31;125;0;226;0;3;1;7;32;21;0;1;59;14;97;1;0;115;1482;196;10;3;0;11;2;0;0;0;78;3350;0;6;0;5;1620;11;0;15;0;0;0;11;0;4;2;2;10;55;134;0;1359;226;0;879;22;365;5;56;3762;2;267;6;2;7;19;7;43;4;0;5;2;0;4;1;0;9;13;26;0;0;10;3;16;1;0;0;0;2139;73;0;0;2;0;26;0;1;0;0;938;0;2;2;17;110;0;31;7;405;2;82;0;1;1179;215;249;196;29;4;341;1214;0;0;0;0;0;5;111;10;56;0;15;7;2;8;19;0;26;116;14;0;3098;2;52;0;1;1023;190;0;1;0;11;2;0;5;0;6;941;0;0;188;119;7268;24439;1;4;2;0;0;0;0;0;0;9;4;0
13.05.2020;70271;67;1;78;7;0;0;0;112;18;1;9;54;11;0;1;95;1;63;1106;0;1;2;0;73;0;54;0;7383;0;0;37;9;0;0;66;2310;1;0;0;38;128;0;224;0;3;1;7;28;20;0;1;56;20;94;1;0;116;1456;185;11;3;0;11;2;0;0;0;76;3331;0;6;0;5;1519;6;0;16;0;0;0;11;0;4;2;2;12;55;130;0;1408;234;0;856;24;329;2;52;3552;2;279;6;1;7;22;8;52;4;0;5;2;0;4;1;0;6;13;21;0;0;9;3;16;2;0;0;0;2357;75;0;0;2;0;23;0;1;0;0;944;0;2;5;16;114;0;33;7;410;2;76;0;1;1203;221;243;190;28;4;352;1249;0;0;0;0;0;6;112;10;52;0;16;7;2;7;16;0;24;113;13;0;2829;2;55;0;1;990;181;0;1;0;11;2;0;5;0;5;902;0;0;186;114;6913;24032;1;4;2;0;0;0;0;0;0;11;4;0
14.05.2020;68727;70;0;78;7;0;0;0;115;17;1;8;44;12;0;2;106;0;62;1055;0;0;2;0;83;0;56;0;7683;0;0;32;8;0;0;75;2308;1;0;0;40;130;0;231;0;2;1;10;27;21;0;2;63;19;91;1;0;116;1451;176;11;5;0;11;2;0;0;0;78;2987;0;6;0;5;1435;8;0;16;0;0;0;13;0;7;2;2;12;52;124;0;1475;244;0;826;23;307;2;49;3424;2;272;6;1;7;25;8;58;4;0;4;2;0;4;1;0;9;14;22;0;0;11;4;19;2;0;1;0;2488;74;0;0;2;0;20;0;0;0;0;851;0;2;4;17;113;0;27;7;424;2;78;0;2;1226;214;237;186;29;4;341;1240;0;0;0;0;0;7;116;13;49;0;17;7;2;5;14;0;24;116;13;0;2778;2;62;0;1;958;156;0;1;23;5;2;0;4;0;5;871;0;0;189;108;6591;23167;2;4;2;0;0;0;0;0;0;12;4;0
15.05.2020;68345;72;0;79;7;0;0;0;135;19;1;6;42;11;0;2;115;0;62;1011;0;0;3;0;90;0;55;0;8092;0;0;33;8;0;0;78;2288;1;0;0;41;131;0;232;1;6;2;10;25;18;0;2;57;19;86;1;0;121;1438;179;13;6;0;10;2;0;0;0;76;3049;0;7;0;6;1343;7;0;16;0;0;0;13;0;7;2;1;12;58;119;0;1502;251;0;826;22;274;2;43;3401;1;278;4;1;7;25;5;62;6;0;4;2;0;4;0;0;9;13;18;0;0;10;3;20;2;0;1;0;2618;75;0;0;2;0;20;0;0;0;0;795;0;2;4;18;109;0;28;8;418;0;72;0;1;1216;222;239;177;25;4;329;1232;0;0;0;0;0;6;121;14;45;0;19;6;2;4;12;0;25;135;12;1;2635;2;60;0;1;938;166;0;1;29;5;2;0;2;0;5;833;0;0;195;103;6309;22900;2;2;2;0;0;0;0;0;0;11;4;0
16.05.2020;67822;100;0;83;6;0;0;0;131;22;1;5;39;11;0;4;128;0;63;963;0;0;3;0;98;0;58;0;8488;0;0;33;7;0;0;79;2171;0;0;0;43;160;0;232;1;5;2;9;20;15;0;2;55;28;76;2;0;111;1531;186;15;6;0;11;2;0;0;0;75;2961;0;6;0;4;1306;11;0;20;0;0;0;14;0;8;2;1;12;59;113;0;1534;276;0;811;23;253;2;41;3374;1;267;3;1;9;24;5;66;6;0;3;2;0;2;0;0;9;12;16;0;0;9;3;20;2;0;2;0;2795;75;0;0;2;0;19;0;0;0;0;750;0;1;4;18;103;0;28;8;417;0;74;0;1;1269;227;256;183;28;2;312;1249;0;0;0;0;0;6;123;16;40;0;20;5;2;4;10;0;25;131;12;4;2463;2;60;0;1;913;160;0;1;33;5;2;0;2;0;4;797;0;0;204;99;5961;22500;2;2;2;0;0;0;0;0;0;13;4;0
17.05.2020;67241;96;0;83;7;0;0;0;126;25;1;5;32;11;0;4;139;0;63;918;0;0;2;0;94;0;58;0;8883;0;0;36;7;0;0;76;2113;1;0;0;40;174;1;238;1;5;4;10;18;13;0;2;51;27;70;2;0;98;1317;197;15;6;0;10;2;0;0;0;77;2883;0;6;0;4;1265;11;0;19;0;0;0;16;0;9;2;1;12;62;111;0;1571;258;0;781;26;268;2;39;3053;1;252;3;0;9;28;4;74;4;0;3;1;0;2;0;0;9;12;16;0;0;10;3;22;2;0;2;0;2984;83;0;0;2;0;19;0;0;0;1;683;0;1;4;16;91;0;28;9;433;0;72;0;1;1323;214;251;180;27;3;310;1315;0;0;0;0;0;6;126;16;39;0;21;5;2;4;9;0;24;138;12;4;2386;2;50;0;1;891;135;0;1;36;5;2;0;2;0;3;760;0;0;218;95;5788;22369;2;2;2;0;0;0;0;0;0;17;4;0
18.05.2020;66430;84;0;85;6;0;0;0;120;22;1;3;31;14;0;4;151;0;66;855;0;0;2;0;93;0;56;0;9093;0;0;37;6;0;0;76;2100;1;0;0;43;190;1;234;1;5;4;10;16;12;0;2;49;26;66;2;0;95;1172;201;18;6;0;8;2;0;0;0;68;2816;0;6;0;3;1243;11;0;19;0;0;0;18;0;9;2;1;12;60;111;0;1656;303;0;785;26;240;2;40;3024;0;239;3;0;7;26;4;74;4;0;3;1;0;3;0;0;10;11;17;1;0;8;3;25;2;0;3;0;3023;86;0;0;1;0;18;0;0;0;2;624;0;1;3;18;95;0;24;10;441;0;75;0;1;1362;217;247;155;26;3;317;1351;0;0;0;0;0;6;128;17;37;0;24;4;2;4;8;0;24;133;11;4;2281;2;56;0;1;866;130;0;1;37;5;2;0;2;0;3;743;0;0;226;94;5602;21880;2;3;2;0;0;0;0;0;0;18;4;0
19.05.2020;65736;83;0;90;6;0;0;0;122;24;1;4;29;14;0;4;167;0;68;797;0;0;2;0;92;0;55;0;9471;0;0;34;5;0;0;76;1988;1;0;0;43;208;1;234;0;5;4;11;15;10;0;2;45;27;58;5;0;88;1230;209;17;5;0;8;2;0;0;0;60;2696;0;5;0;3;1176;11;0;19;0;0;0;19;0;7;2;1;10;64;104;0;1595;327;0;780;29;228;1;37;2928;0;242;3;0;6;26;3;78;3;0;3;1;0;4;0;0;13;11;19;1;0;8;3;23;2;0;3;0;3061;83;0;0;1;0;13;0;0;0;2;612;0;1;3;18;98;0;25;14;453;0;76;0;1;1445;208;238;168;27;3;304;1366;0;0;0;0;0;4;129;16;34;0;24;4;2;3;7;0;22;148;9;4;2165;1;64;0;1;835;126;0;1;38;3;2;0;3;0;3;710;0;0;232;87;5476;21419;2;3;3;0;0;0;0;0;0;18;4;0
20.05.2020;64973;83;0;91;5;0;0;0;129;27;1;3;26;15;0;4;187;0;68;749;0;0;2;0;103;0;55;0;10050;0;0;38;4;0;0;76;1869;1;0;0;39;234;1;235;0;5;4;10;13;10;0;2;45;27;54;5;0;87;1270;207;17;3;0;8;1;0;0;0;55;2491;0;6;0;3;1094;13;0;19;0;0;0;24;0;8;4;0;10;54;97;0;1609;349;0;779;29;222;1;39;2854;0;228;4;0;6;26;3;81;2;0;4;1;0;3;0;0;14;13;20;2;0;8;3;21;1;0;3;0;3159;85;0;0;1;0;12;0;0;0;2;547;0;0;3;17;94;0;24;15;459;0;71;0;1;1470;200;232;173;25;3;299;1386;0;0;0;0;0;5;129;19;34;0;22;4;1;3;6;0;21;164;8;6;2031;0;60;0;1;814;131;0;1;36;3;2;0;3;0;4;679;0;0;232;81;5250;20843;2;3;3;0;0;0;0;0;0;25;3;0
21.05.2020;63561;83;0;92;5;1;0;0;130;28;1;3;25;15;0;4;200;0;67;703;0;0;2;0;108;0;51;0;10323;0;0;36;4;0;0;38;1798;1;0;0;40;263;1;233;0;5;4;11;11;10;0;2;42;25;54;6;0;84;1270;211;17;3;0;8;1;0;0;0;52;2323;0;4;0;3;1028;13;0;19;0;0;0;24;0;7;4;0;10;52;90;0;1652;347;0;765;32;196;1;40;2646;0;226;4;0;5;24;3;82;2;0;4;1;0;3;0;0;12;11;22;2;0;7;2;23;1;0;3;0;3386;85;0;0;1;0;11;0;0;0;2;544;0;0;3;20;97;0;25;17;453;0;69;0;1;1491;184;229;174;26;4;283;1435;0;0;0;0;0;5;130;18;32;0;20;2;1;3;7;0;22;186;8;6;1870;0;62;0;0;787;125;0;1;36;3;1;0;3;0;4;638;0;0;237;76;4931;20008;2;3;3;0;0;0;0;0;0;24;3;0
22.05.2020;63331;87;0;92;4;1;0;0;134;31;0;3;24;16;0;4;209;0;69;666;0;1;2;0;113;0;49;0;10901;0;0;41;4;0;0;48;1744;1;0;0;31;304;1;245;0;6;4;9;11;7;0;2;36;27;55;7;0;75;1285;214;18;6;0;7;1;0;0;0;51;2228;0;4;0;3;908;13;0;20;0;0;0;25;0;8;4;0;13;51;84;0;1697;348;0;763;38;180;1;39;2528;0;239;4;0;4;21;2;85;2;0;4;1;0;3;0;0;12;9;22;2;0;7;1;28;1;0;4;0;3549;88;0;0;1;0;13;0;0;0;3;487;0;0;3;18;104;0;25;17;473;0;66;0;1;1521;161;217;172;24;5;275;1474;0;0;0;0;0;4;132;20;31;0;19;3;1;2;7;0;17;208;8;6;2377;0;69;0;0;783;120;0;1;32;0;1;0;3;0;3;608;0;0;239;72;4746;19032;2;3;3;0;0;0;0;0;0;27;3;0
